MutationType	CNV48A
0:homdel:0-100kb	3.5709206940737205e-06
0:homdel:100kb-1Mb	3.5709206863430156e-06
0:homdel:>1Mb	3.5709206917999834e-06
1:LOH:0-100kb	0.035924729401176594
1:LOH:100kb-1Mb	3.5709206890714997e-06
1:LOH:1Mb-10Mb	0.07041902651912187
1:LOH:10Mb-40Mb	0.17154700744245566
1:LOH:>40Mb	0.03856717048487007
2:LOH:0-100kb	3.57092068725251e-06
2:LOH:100kb-1Mb	3.5709206927094783e-06
2:LOH:1Mb-10Mb	3.5709206867977626e-06
2:LOH:10Mb-40Mb	3.5709206968022047e-06
2:LOH:>40Mb	3.570920693618973e-06
3-4:LOH:0-100kb	3.5709206917999834e-06
3-4:LOH:100kb-1Mb	3.570920701349678e-06
3-4:LOH:1Mb-10Mb	3.570920689980994e-06
3-4:LOH:10Mb-40Mb	3.5709206913452364e-06
3-4:LOH:>40Mb	3.570920689980994e-06
5-8:LOH:0-100kb	3.5709206917999834e-06
5-8:LOH:100kb-1Mb	3.5709206904357416e-06
5-8:LOH:1Mb-10Mb	3.5709206895262467e-06
5-8:LOH:10Mb-40Mb	3.5709206917999834e-06
5-8:LOH:>40Mb	3.5709206890714997e-06
9+:LOH:0-100kb	3.5709206890714997e-06
9+:LOH:100kb-1Mb	3.570920684524026e-06
9+:LOH:1Mb-10Mb	3.57092069589271e-06
9+:LOH:10Mb-40Mb	3.5709206927094783e-06
9+:LOH:>40Mb	3.570920688162005e-06
2:het:0-100kb	3.570920690890489e-06
2:het:100kb-1Mb	3.5709206927094783e-06
2:het:1Mb-10Mb	3.5709206927094783e-06
2:het:10Mb-40Mb	0.07020488238792769
2:het:>40Mb	0.07034758520955983
3-4:het:0-100kb	0.036139050955534456
3-4:het:100kb-1Mb	3.5709206927094783e-06
3-4:het:1Mb-10Mb	0.03556764465914921
3-4:het:10Mb-40Mb	0.1423369225150236
3-4:het:>40Mb	0.3288102854341269
5-8:het:0-100kb	3.5709206927094783e-06
5-8:het:100kb-1Mb	3.570920690890489e-06
5-8:het:1Mb-10Mb	3.5709206895262467e-06
5-8:het:10Mb-40Mb	3.570920694983215e-06
5-8:het:>40Mb	3.570920685888268e-06
9+:het:0-100kb	3.570920689980994e-06
9+:het:100kb-1Mb	3.5709206895262467e-06
9+:het:1Mb-10Mb	3.5709206927094783e-06
9+:het:10Mb-40Mb	3.5709206913452364e-06
9+:het:>40Mb	3.5709206890714997e-06
