MutationType	CNV48A
0:homdel:0-100kb	0.00000370
0:homdel:100kb-1Mb	0.00000370
0:homdel:>1Mb	0.00000370
1:LOH:0-100kb	0.00000370
1:LOH:100kb-1Mb	0.00000370
1:LOH:1Mb-10Mb	0.11309435
1:LOH:10Mb-40Mb	0.25307326
1:LOH:>40Mb	0.14782981
2:LOH:0-100kb	0.00000370
2:LOH:100kb-1Mb	0.00000370
2:LOH:1Mb-10Mb	0.00000370
2:LOH:10Mb-40Mb	0.00000370
2:LOH:>40Mb	0.00000370
3-4:LOH:0-100kb	0.00000370
3-4:LOH:100kb-1Mb	0.00000370
3-4:LOH:1Mb-10Mb	0.00000370
3-4:LOH:10Mb-40Mb	0.00000370
3-4:LOH:>40Mb	0.00000370
5-8:LOH:0-100kb	0.00000370
5-8:LOH:100kb-1Mb	0.00000370
5-8:LOH:1Mb-10Mb	0.00000370
5-8:LOH:10Mb-40Mb	0.00000370
5-8:LOH:>40Mb	0.00000370
9+:LOH:0-100kb	0.00000370
9+:LOH:100kb-1Mb	0.00000370
9+:LOH:1Mb-10Mb	0.00000370
9+:LOH:10Mb-40Mb	0.00000370
9+:LOH:>40Mb	0.00000370
2:het:0-100kb	0.03621832
2:het:100kb-1Mb	0.00000370
2:het:1Mb-10Mb	0.00000370
2:het:10Mb-40Mb	0.07391535
2:het:>40Mb	0.15175518
3-4:het:0-100kb	0.00000370
3-4:het:100kb-1Mb	0.00000370
3-4:het:1Mb-10Mb	0.03747719
3-4:het:10Mb-40Mb	0.03681073
3-4:het:>40Mb	0.14968139
5-8:het:0-100kb	0.00000370
5-8:het:100kb-1Mb	0.00000370
5-8:het:1Mb-10Mb	0.00000370
5-8:het:10Mb-40Mb	0.00000370
5-8:het:>40Mb	0.00000370
9+:het:0-100kb	0.00000370
9+:het:100kb-1Mb	0.00000370
9+:het:1Mb-10Mb	0.00000370
9+:het:10Mb-40Mb	0.00000370
9+:het:>40Mb	0.00000370
