MutationType	CNV48A
0:homdel:0-100kb	3.4478058755667007e-06
0:homdel:100kb-1Mb	3.447805882387911e-06
0:homdel:>1Mb	3.4478058828426582e-06
1:LOH:0-100kb	0.03496196975971725
1:LOH:100kb-1Mb	3.44780587738569e-06
1:LOH:1Mb-10Mb	0.06578470253865498
1:LOH:10Mb-40Mb	0.1024688764972625
1:LOH:>40Mb	0.10391700174797507
2:LOH:0-100kb	3.447805878295185e-06
2:LOH:100kb-1Mb	3.4478058796594267e-06
2:LOH:1Mb-10Mb	3.4478058832974057e-06
2:LOH:10Mb-40Mb	3.4478058751119533e-06
2:LOH:>40Mb	3.447805880114174e-06
3-4:LOH:0-100kb	3.4478058814784164e-06
3-4:LOH:100kb-1Mb	3.4478058778404374e-06
3-4:LOH:1Mb-10Mb	3.447805878295185e-06
3-4:LOH:10Mb-40Mb	3.44780587738569e-06
3-4:LOH:>40Mb	3.447805872383469e-06
5-8:LOH:0-100kb	3.4478058792046797e-06
5-8:LOH:100kb-1Mb	3.4478058764761955e-06
5-8:LOH:1Mb-10Mb	3.447805874657206e-06
5-8:LOH:10Mb-40Mb	3.4478058764761955e-06
5-8:LOH:>40Mb	3.4478058778404374e-06
9+:LOH:0-100kb	3.447805874202459e-06
9+:LOH:100kb-1Mb	3.4478058764761955e-06
9+:LOH:1Mb-10Mb	3.4478058755667007e-06
9+:LOH:10Mb-40Mb	3.4478058792046797e-06
9+:LOH:>40Mb	3.4478058828426582e-06
2:het:0-100kb	3.4478058814784164e-06
2:het:100kb-1Mb	3.4478058769309425e-06
2:het:1Mb-10Mb	0.03068692871155099
2:het:10Mb-40Mb	0.0343414063086957
2:het:>40Mb	0.03351410429791713
3-4:het:0-100kb	0.033651863110440446
3-4:het:100kb-1Mb	3.447805882387911e-06
3-4:het:1Mb-10Mb	0.0338587926898731
3-4:het:10Mb-40Mb	0.10612356355930751
3-4:het:>40Mb	0.4205632221400738
5-8:het:0-100kb	3.4478058792046797e-06
5-8:het:100kb-1Mb	3.4478058728382166e-06
5-8:het:1Mb-10Mb	3.447805873292964e-06
5-8:het:10Mb-40Mb	3.4478058728382166e-06
5-8:het:>40Mb	3.4478058764761955e-06
9+:het:0-100kb	3.4478058787499323e-06
9+:het:100kb-1Mb	3.4478058764761955e-06
9+:het:1Mb-10Mb	3.44780587738569e-06
9+:het:10Mb-40Mb	3.447805881933164e-06
9+:het:>40Mb	3.4478058769309425e-06
