MutationType	CNV48A
0:homdel:0-100kb	0.00000357
0:homdel:100kb-1Mb	0.00000357
0:homdel:>1Mb	0.00000357
1:LOH:0-100kb	0.03549642
1:LOH:100kb-1Mb	0.00000357
1:LOH:1Mb-10Mb	0.07199022
1:LOH:10Mb-40Mb	0.17961726
1:LOH:>40Mb	0.03521054
2:LOH:0-100kb	0.00000357
2:LOH:100kb-1Mb	0.00000357
2:LOH:1Mb-10Mb	0.00000357
2:LOH:10Mb-40Mb	0.00000357
2:LOH:>40Mb	0.00000357
3-4:LOH:0-100kb	0.00000357
3-4:LOH:100kb-1Mb	0.00000357
3-4:LOH:1Mb-10Mb	0.00000357
3-4:LOH:10Mb-40Mb	0.00000357
3-4:LOH:>40Mb	0.00000357
5-8:LOH:0-100kb	0.00000357
5-8:LOH:100kb-1Mb	0.00000357
5-8:LOH:1Mb-10Mb	0.00000357
5-8:LOH:10Mb-40Mb	0.00000357
5-8:LOH:>40Mb	0.00000357
9+:LOH:0-100kb	0.00000357
9+:LOH:100kb-1Mb	0.00000357
9+:LOH:1Mb-10Mb	0.00000357
9+:LOH:10Mb-40Mb	0.00000357
9+:LOH:>40Mb	0.00000357
2:het:0-100kb	0.00000357
2:het:100kb-1Mb	0.00000357
2:het:1Mb-10Mb	0.00000357
2:het:10Mb-40Mb	0.07049054
2:het:>40Mb	0.07056186
3-4:het:0-100kb	0.03635322
3-4:het:100kb-1Mb	0.00000357
3-4:het:1Mb-10Mb	0.03821011
3-4:het:10Mb-40Mb	0.14640773
3-4:het:>40Mb	0.31552640
5-8:het:0-100kb	0.00000357
5-8:het:100kb-1Mb	0.00000357
5-8:het:1Mb-10Mb	0.00000357
5-8:het:10Mb-40Mb	0.00000357
5-8:het:>40Mb	0.00000357
9+:het:0-100kb	0.00000357
9+:het:100kb-1Mb	0.00000357
9+:het:1Mb-10Mb	0.00000357
9+:het:10Mb-40Mb	0.00000357
9+:het:>40Mb	0.00000357
