MutationType	CNV48A
0:homdel:0-100kb	3.703132720602298e-06
0:homdel:100kb-1Mb	3.7031327210570453e-06
0:homdel:>1Mb	3.7031327201475505e-06
1:LOH:0-100kb	3.703132719692803e-06
1:LOH:100kb-1Mb	3.703132719692803e-06
1:LOH:1Mb-10Mb	0.034218405296247055
1:LOH:10Mb-40Mb	3.7031327187833086e-06
1:LOH:>40Mb	0.2596636108905077
2:LOH:0-100kb	3.7031327210570453e-06
2:LOH:100kb-1Mb	3.7031327160548245e-06
2:LOH:1Mb-10Mb	3.7031327137810878e-06
2:LOH:10Mb-40Mb	3.7031327133263403e-06
2:LOH:>40Mb	3.7031327246950243e-06
3-4:LOH:0-100kb	3.7031327210570453e-06
3-4:LOH:100kb-1Mb	3.703132715600077e-06
3-4:LOH:1Mb-10Mb	3.703132719692803e-06
3-4:LOH:10Mb-40Mb	3.7031327201475505e-06
3-4:LOH:>40Mb	3.703132722421287e-06
5-8:LOH:0-100kb	3.7031327187833086e-06
5-8:LOH:100kb-1Mb	3.7031327215117927e-06
5-8:LOH:1Mb-10Mb	3.7031327246950243e-06
5-8:LOH:10Mb-40Mb	3.703132722421287e-06
5-8:LOH:>40Mb	3.703132719692803e-06
9+:LOH:0-100kb	3.703132719238056e-06
9+:LOH:100kb-1Mb	3.7031327178738137e-06
9+:LOH:1Mb-10Mb	3.703132722421287e-06
9+:LOH:10Mb-40Mb	3.7031327178738137e-06
9+:LOH:>40Mb	3.7031327178738137e-06
2:het:0-100kb	3.7031327201475505e-06
2:het:100kb-1Mb	3.7031327251497713e-06
2:het:1Mb-10Mb	0.036662446144279326
2:het:10Mb-40Mb	0.036069915906468394
2:het:>40Mb	0.0723597115368084
3-4:het:0-100kb	0.03777335806314204
3-4:het:100kb-1Mb	3.7031327237855294e-06
3-4:het:1Mb-10Mb	3.703132718328561e-06
3-4:het:10Mb-40Mb	0.22552075000107288
3-4:het:>40Mb	0.29758367384970186
5-8:het:0-100kb	3.7031327169643193e-06
5-8:het:100kb-1Mb	3.7031327178738137e-06
5-8:het:1Mb-10Mb	3.7031327215117927e-06
5-8:het:10Mb-40Mb	3.703132714235835e-06
5-8:het:>40Mb	3.7031327201475505e-06
9+:het:0-100kb	3.7031327251497713e-06
9+:het:100kb-1Mb	3.703132714690582e-06
9+:het:1Mb-10Mb	3.7031327215117927e-06
9+:het:10Mb-40Mb	3.7031327151453296e-06
9+:het:>40Mb	3.703132722421287e-06
