MutationType	CNV48A
0:homdel:0-100kb	3.5709080211745457e-06
0:homdel:100kb-1Mb	3.5709080220840406e-06
0:homdel:>1Mb	3.5709080261767665e-06
1:LOH:0-100kb	3.5709080257220195e-06
1:LOH:100kb-1Mb	3.570908026631514e-06
1:LOH:1Mb-10Mb	3.5709080270862614e-06
1:LOH:10Mb-40Mb	0.214825793177773
1:LOH:>40Mb	0.31995329226553443
2:LOH:0-100kb	3.5709080284505037e-06
2:LOH:100kb-1Mb	3.5709080279957562e-06
2:LOH:1Mb-10Mb	3.570908026631514e-06
2:LOH:10Mb-40Mb	3.5709080261767665e-06
2:LOH:>40Mb	3.5709080270862614e-06
3-4:LOH:0-100kb	3.5709080289052507e-06
3-4:LOH:100kb-1Mb	3.5709080289052507e-06
3-4:LOH:1Mb-10Mb	3.5709080298147455e-06
3-4:LOH:10Mb-40Mb	3.5709080279957562e-06
3-4:LOH:>40Mb	3.5709080257220195e-06
5-8:LOH:0-100kb	3.5709080243577773e-06
5-8:LOH:100kb-1Mb	3.5709080284505037e-06
5-8:LOH:1Mb-10Mb	3.5709080279957562e-06
5-8:LOH:10Mb-40Mb	3.570908027541009e-06
5-8:LOH:>40Mb	3.570908031633735e-06
9+:LOH:0-100kb	3.5709080257220195e-06
9+:LOH:100kb-1Mb	3.5709080257220195e-06
9+:LOH:1Mb-10Mb	3.570908030269493e-06
9+:LOH:10Mb-40Mb	3.5709080284505037e-06
9+:LOH:>40Mb	3.5709080257220195e-06
2:het:0-100kb	3.570908035726461e-06
2:het:100kb-1Mb	3.570908027541009e-06
2:het:1Mb-10Mb	0.036853019018161376
2:het:10Mb-40Mb	0.036353170507917185
2:het:>40Mb	0.035710370465597864
3-4:het:0-100kb	0.03599612539603959
3-4:het:100kb-1Mb	3.570908030269493e-06
3-4:het:1Mb-10Mb	0.035281783512059975
3-4:het:10Mb-40Mb	0.1063417982740848
3-4:het:>40Mb	0.17854538139041734
5-8:het:0-100kb	3.5709080207197987e-06
5-8:het:100kb-1Mb	3.5709080261767665e-06
5-8:het:1Mb-10Mb	3.5709080298147455e-06
5-8:het:10Mb-40Mb	3.570908026631514e-06
5-8:het:>40Mb	3.5709080298147455e-06
9+:het:0-100kb	3.570908030269493e-06
9+:het:100kb-1Mb	3.5709080261767665e-06
9+:het:1Mb-10Mb	3.5709080311789874e-06
9+:het:10Mb-40Mb	3.5709080257220195e-06
9+:het:>40Mb	3.570908025267272e-06
