MutationType	CNV48A
0:homdel:0-100kb	0.00000385
0:homdel:100kb-1Mb	0.00000385
0:homdel:>1Mb	0.00000385
1:LOH:0-100kb	0.04030259
1:LOH:100kb-1Mb	0.00000385
1:LOH:1Mb-10Mb	0.19450775
1:LOH:10Mb-40Mb	0.07821898
1:LOH:>40Mb	0.07744990
2:LOH:0-100kb	0.00000385
2:LOH:100kb-1Mb	0.00000385
2:LOH:1Mb-10Mb	0.00000385
2:LOH:10Mb-40Mb	0.00000385
2:LOH:>40Mb	0.00000385
3-4:LOH:0-100kb	0.00000385
3-4:LOH:100kb-1Mb	0.00000385
3-4:LOH:1Mb-10Mb	0.00000385
3-4:LOH:10Mb-40Mb	0.00000385
3-4:LOH:>40Mb	0.00000385
5-8:LOH:0-100kb	0.00000385
5-8:LOH:100kb-1Mb	0.00000385
5-8:LOH:1Mb-10Mb	0.00000385
5-8:LOH:10Mb-40Mb	0.00000385
5-8:LOH:>40Mb	0.00000385
9+:LOH:0-100kb	0.00000385
9+:LOH:100kb-1Mb	0.00000385
9+:LOH:1Mb-10Mb	0.00000385
9+:LOH:10Mb-40Mb	0.00000385
9+:LOH:>40Mb	0.00000385
2:het:0-100kb	0.00000385
2:het:100kb-1Mb	0.00000385
2:het:1Mb-10Mb	0.00000385
2:het:10Mb-40Mb	0.03845689
2:het:>40Mb	0.11421289
3-4:het:0-100kb	0.00000385
3-4:het:100kb-1Mb	0.00000385
3-4:het:1Mb-10Mb	0.00000385
3-4:het:10Mb-40Mb	0.14751523
3-4:het:>40Mb	0.30918194
5-8:het:0-100kb	0.00000385
5-8:het:100kb-1Mb	0.00000385
5-8:het:1Mb-10Mb	0.00000385
5-8:het:10Mb-40Mb	0.00000385
5-8:het:>40Mb	0.00000385
9+:het:0-100kb	0.00000385
9+:het:100kb-1Mb	0.00000385
9+:het:1Mb-10Mb	0.00000385
9+:het:10Mb-40Mb	0.00000385
9+:het:>40Mb	0.00000385
