MutationType	CNV48A
0:homdel:0-100kb	3.7031583251518894e-06
0:homdel:100kb-1Mb	3.703158328335121e-06
0:homdel:>1Mb	3.7031583201496686e-06
1:LOH:0-100kb	3.703158320604416e-06
1:LOH:100kb-1Mb	3.703158325606637e-06
1:LOH:1Mb-10Mb	0.07710024317891294
1:LOH:10Mb-40Mb	0.21981941758841275
1:LOH:>40Mb	0.037255153248497666
2:LOH:0-100kb	3.7031583196949216e-06
2:LOH:100kb-1Mb	3.7031583265161317e-06
2:LOH:1Mb-10Mb	3.7031583210591634e-06
2:LOH:10Mb-40Mb	3.7031583274256265e-06
2:LOH:>40Mb	3.7031583237876476e-06
3-4:LOH:0-100kb	3.703158320604416e-06
3-4:LOH:100kb-1Mb	3.7031583233329e-06
3-4:LOH:1Mb-10Mb	3.7031583278803735e-06
3-4:LOH:10Mb-40Mb	3.7031583151474477e-06
3-4:LOH:>40Mb	3.7031583224234053e-06
5-8:LOH:0-100kb	3.7031583237876476e-06
5-8:LOH:100kb-1Mb	3.7031583174211844e-06
5-8:LOH:1Mb-10Mb	3.703158329244616e-06
5-8:LOH:10Mb-40Mb	3.7031583260613843e-06
5-8:LOH:>40Mb	3.703158319240174e-06
9+:LOH:0-100kb	3.7031583142379533e-06
9+:LOH:100kb-1Mb	3.70315831651169e-06
9+:LOH:1Mb-10Mb	3.7031583196949216e-06
9+:LOH:10Mb-40Mb	3.7031583228781527e-06
9+:LOH:>40Mb	3.7031583233329e-06
2:het:0-100kb	3.7031583224234053e-06
2:het:100kb-1Mb	3.7031583265161317e-06
2:het:1Mb-10Mb	0.0722861399916128
2:het:10Mb-40Mb	0.036514575003763636
2:het:>40Mb	0.03814379525499999
3-4:het:0-100kb	0.07769262714498427
3-4:het:100kb-1Mb	3.7031583174211844e-06
3-4:het:1Mb-10Mb	0.040513754799972046
3-4:het:10Mb-40Mb	0.2552956988736987
3-4:het:>40Mb	0.14523787604526525
5-8:het:0-100kb	3.7031583246971424e-06
5-8:het:100kb-1Mb	3.7031583196949216e-06
5-8:het:1Mb-10Mb	3.703158321513911e-06
5-8:het:10Mb-40Mb	3.7031583110547218e-06
5-8:het:>40Mb	3.7031583224234053e-06
9+:het:0-100kb	3.7031583265161317e-06
9+:het:100kb-1Mb	3.7031583151474477e-06
9+:het:1Mb-10Mb	3.7031583265161317e-06
9+:het:10Mb-40Mb	3.703158329244616e-06
9+:het:>40Mb	3.7031583183306793e-06
