MutationType	CNV48A
0:homdel:0-100kb	3.845547568744223e-06
0:homdel:100kb-1Mb	3.84554756237776e-06
0:homdel:>1Mb	3.845547560558771e-06
1:LOH:0-100kb	0.03714939277899885
1:LOH:100kb-1Mb	3.845547560558771e-06
1:LOH:1Mb-10Mb	0.19043150000891002
1:LOH:10Mb-40Mb	0.07368119883928648
1:LOH:>40Mb	0.08098771349108938
2:LOH:0-100kb	3.845547559649276e-06
2:LOH:100kb-1Mb	3.845547560558771e-06
2:LOH:1Mb-10Mb	3.845547563287255e-06
2:LOH:10Mb-40Mb	3.845547566015739e-06
2:LOH:>40Mb	3.845547566925233e-06
3-4:LOH:0-100kb	3.8455475651062445e-06
3-4:LOH:100kb-1Mb	3.8455475578302866e-06
3-4:LOH:1Mb-10Mb	3.8455475578302866e-06
3-4:LOH:10Mb-40Mb	3.845547563287255e-06
3-4:LOH:>40Mb	3.8455475587397814e-06
5-8:LOH:0-100kb	3.845547563287255e-06
5-8:LOH:100kb-1Mb	3.84554756419675e-06
5-8:LOH:1Mb-10Mb	3.8455475587397814e-06
5-8:LOH:10Mb-40Mb	3.845547566015739e-06
5-8:LOH:>40Mb	3.8455475587397814e-06
9+:LOH:0-100kb	3.8455475578302866e-06
9+:LOH:100kb-1Mb	3.845547559649276e-06
9+:LOH:1Mb-10Mb	3.845547553282813e-06
9+:LOH:10Mb-40Mb	3.8455475514638235e-06
9+:LOH:>40Mb	3.845547556920792e-06
2:het:0-100kb	3.845547568744223e-06
2:het:100kb-1Mb	3.845547566015739e-06
2:het:1Mb-10Mb	3.8455475651062445e-06
2:het:10Mb-40Mb	0.04068720905492591
2:het:>40Mb	0.11505891616644294
3-4:het:0-100kb	3.8455475651062445e-06
3-4:het:100kb-1Mb	3.8455475578302866e-06
3-4:het:1Mb-10Mb	3.845547576020181e-06
3-4:het:10Mb-40Mb	0.15128386511408734
3-4:het:>40Mb	0.3105663837194443
5-8:het:0-100kb	3.845547559649276e-06
5-8:het:100kb-1Mb	3.845547560558771e-06
5-8:het:1Mb-10Mb	3.845547569653718e-06
5-8:het:10Mb-40Mb	3.84554756237776e-06
5-8:het:>40Mb	3.845547563287255e-06
9+:het:0-100kb	3.845547556011297e-06
9+:het:100kb-1Mb	3.845547555101803e-06
9+:het:1Mb-10Mb	3.845547559649276e-06
9+:het:10Mb-40Mb	3.845547569653718e-06
9+:het:>40Mb	3.845547559649276e-06
