MutationType	CNV48A
0:homdel:0-100kb	0.00000385
0:homdel:100kb-1Mb	0.00000385
0:homdel:>1Mb	0.00000385
1:LOH:0-100kb	0.03714939
1:LOH:100kb-1Mb	0.00000385
1:LOH:1Mb-10Mb	0.19043150
1:LOH:10Mb-40Mb	0.07368120
1:LOH:>40Mb	0.08098771
2:LOH:0-100kb	0.00000385
2:LOH:100kb-1Mb	0.00000385
2:LOH:1Mb-10Mb	0.00000385
2:LOH:10Mb-40Mb	0.00000385
2:LOH:>40Mb	0.00000385
3-4:LOH:0-100kb	0.00000385
3-4:LOH:100kb-1Mb	0.00000385
3-4:LOH:1Mb-10Mb	0.00000385
3-4:LOH:10Mb-40Mb	0.00000385
3-4:LOH:>40Mb	0.00000385
5-8:LOH:0-100kb	0.00000385
5-8:LOH:100kb-1Mb	0.00000385
5-8:LOH:1Mb-10Mb	0.00000385
5-8:LOH:10Mb-40Mb	0.00000385
5-8:LOH:>40Mb	0.00000385
9+:LOH:0-100kb	0.00000385
9+:LOH:100kb-1Mb	0.00000385
9+:LOH:1Mb-10Mb	0.00000385
9+:LOH:10Mb-40Mb	0.00000385
9+:LOH:>40Mb	0.00000385
2:het:0-100kb	0.00000385
2:het:100kb-1Mb	0.00000385
2:het:1Mb-10Mb	0.00000385
2:het:10Mb-40Mb	0.04068721
2:het:>40Mb	0.11505892
3-4:het:0-100kb	0.00000385
3-4:het:100kb-1Mb	0.00000385
3-4:het:1Mb-10Mb	0.00000385
3-4:het:10Mb-40Mb	0.15128387
3-4:het:>40Mb	0.31056638
5-8:het:0-100kb	0.00000385
5-8:het:100kb-1Mb	0.00000385
5-8:het:1Mb-10Mb	0.00000385
5-8:het:10Mb-40Mb	0.00000385
5-8:het:>40Mb	0.00000385
9+:het:0-100kb	0.00000385
9+:het:100kb-1Mb	0.00000385
9+:het:1Mb-10Mb	0.00000385
9+:het:10Mb-40Mb	0.00000385
9+:het:>40Mb	0.00000385
