MutationType	CNV48A
0:homdel:0-100kb	0.00000400
0:homdel:100kb-1Mb	0.00000400
0:homdel:>1Mb	0.00000400
1:LOH:0-100kb	0.00000400
1:LOH:100kb-1Mb	0.00000400
1:LOH:1Mb-10Mb	0.00000400
1:LOH:10Mb-40Mb	0.08094705
1:LOH:>40Mb	0.24595897
2:LOH:0-100kb	0.00000400
2:LOH:100kb-1Mb	0.00000400
2:LOH:1Mb-10Mb	0.00000400
2:LOH:10Mb-40Mb	0.00000400
2:LOH:>40Mb	0.00000400
3-4:LOH:0-100kb	0.00000400
3-4:LOH:100kb-1Mb	0.00000400
3-4:LOH:1Mb-10Mb	0.00000400
3-4:LOH:10Mb-40Mb	0.00000400
3-4:LOH:>40Mb	0.00000400
5-8:LOH:0-100kb	0.00000400
5-8:LOH:100kb-1Mb	0.00000400
5-8:LOH:1Mb-10Mb	0.00000400
5-8:LOH:10Mb-40Mb	0.00000400
5-8:LOH:>40Mb	0.00000400
9+:LOH:0-100kb	0.00000400
9+:LOH:100kb-1Mb	0.00000400
9+:LOH:1Mb-10Mb	0.00000400
9+:LOH:10Mb-40Mb	0.00000400
9+:LOH:>40Mb	0.00000400
2:het:0-100kb	0.00000400
2:het:100kb-1Mb	0.00000400
2:het:1Mb-10Mb	0.00000400
2:het:10Mb-40Mb	0.03959486
2:het:>40Mb	0.11278134
3-4:het:0-100kb	0.00000400
3-4:het:100kb-1Mb	0.00000400
3-4:het:1Mb-10Mb	0.07870748
3-4:het:10Mb-40Mb	0.20204632
3-4:het:>40Mb	0.23980000
5-8:het:0-100kb	0.00000400
5-8:het:100kb-1Mb	0.00000400
5-8:het:1Mb-10Mb	0.00000400
5-8:het:10Mb-40Mb	0.00000400
5-8:het:>40Mb	0.00000400
9+:het:0-100kb	0.00000400
9+:het:100kb-1Mb	0.00000400
9+:het:1Mb-10Mb	0.00000400
9+:het:10Mb-40Mb	0.00000400
9+:het:>40Mb	0.00000400
