MutationType	CNV48A
0:homdel:0-100kb	3.999333262981963e-06
0:homdel:100kb-1Mb	3.999333252977522e-06
0:homdel:>1Mb	3.999333259343985e-06
1:LOH:0-100kb	3.9993332566155e-06
1:LOH:100kb-1Mb	3.999333263891458e-06
1:LOH:1Mb-10Mb	3.999333261162974e-06
1:LOH:10Mb-40Mb	0.08102696674565596
1:LOH:>40Mb	0.23668050355879314
2:LOH:0-100kb	3.999333257524995e-06
2:LOH:100kb-1Mb	3.9993332566155e-06
2:LOH:1Mb-10Mb	3.99933326025348e-06
2:LOH:10Mb-40Mb	3.999333262981963e-06
2:LOH:>40Mb	3.999333259343985e-06
3-4:LOH:0-100kb	3.999333257524995e-06
3-4:LOH:100kb-1Mb	3.999333261162974e-06
3-4:LOH:1Mb-10Mb	3.9993332566155e-06
3-4:LOH:10Mb-40Mb	3.999333259343985e-06
3-4:LOH:>40Mb	3.999333262981963e-06
5-8:LOH:0-100kb	3.9993332620724685e-06
5-8:LOH:100kb-1Mb	3.999333252977522e-06
5-8:LOH:1Mb-10Mb	3.999333251158532e-06
5-8:LOH:10Mb-40Mb	3.999333255706005e-06
5-8:LOH:>40Mb	3.999333251158532e-06
9+:LOH:0-100kb	3.9993332538870165e-06
9+:LOH:100kb-1Mb	3.9993332538870165e-06
9+:LOH:1Mb-10Mb	3.999333252068027e-06
9+:LOH:10Mb-40Mb	3.999333262981963e-06
9+:LOH:>40Mb	3.999333257524995e-06
2:het:0-100kb	3.9993332620724685e-06
2:het:100kb-1Mb	3.9993332566155e-06
2:het:1Mb-10Mb	3.999333257524995e-06
2:het:10Mb-40Mb	0.03727538613779507
2:het:>40Mb	0.12333956361526725
3-4:het:0-100kb	3.99933326025348e-06
3-4:het:100kb-1Mb	3.999333251158532e-06
3-4:het:1Mb-10Mb	0.08310669853073886
3-4:het:10Mb-40Mb	0.19900683886322623
3-4:het:>40Mb	0.23940006662160157
5-8:het:0-100kb	3.999333252977522e-06
5-8:het:100kb-1Mb	3.999333266619942e-06
5-8:het:1Mb-10Mb	3.999333251158532e-06
5-8:het:10Mb-40Mb	3.999333254796511e-06
5-8:het:>40Mb	3.99933325843449e-06
9+:het:0-100kb	3.999333251158532e-06
9+:het:100kb-1Mb	3.999333252977522e-06
9+:het:1Mb-10Mb	3.999333261162974e-06
9+:het:10Mb-40Mb	3.99933325843449e-06
9+:het:>40Mb	3.99933325843449e-06
