MutationType	CNV48A
0:homdel:0-100kb	0.00000385
0:homdel:100kb-1Mb	0.00000385
0:homdel:>1Mb	0.00000385
1:LOH:0-100kb	0.03907249
1:LOH:100kb-1Mb	0.00000385
1:LOH:1Mb-10Mb	0.07945003
1:LOH:10Mb-40Mb	0.11421369
1:LOH:>40Mb	0.12052039
2:LOH:0-100kb	0.00000385
2:LOH:100kb-1Mb	0.00000385
2:LOH:1Mb-10Mb	0.00000385
2:LOH:10Mb-40Mb	0.00000385
2:LOH:>40Mb	0.00000385
3-4:LOH:0-100kb	0.00000385
3-4:LOH:100kb-1Mb	0.00000385
3-4:LOH:1Mb-10Mb	0.00000385
3-4:LOH:10Mb-40Mb	0.00000385
3-4:LOH:>40Mb	0.00000385
5-8:LOH:0-100kb	0.00000385
5-8:LOH:100kb-1Mb	0.00000385
5-8:LOH:1Mb-10Mb	0.00000385
5-8:LOH:10Mb-40Mb	0.00000385
5-8:LOH:>40Mb	0.00000385
9+:LOH:0-100kb	0.00000385
9+:LOH:100kb-1Mb	0.00000385
9+:LOH:1Mb-10Mb	0.00000385
9+:LOH:10Mb-40Mb	0.00000385
9+:LOH:>40Mb	0.00000385
2:het:0-100kb	0.00000385
2:het:100kb-1Mb	0.00000385
2:het:1Mb-10Mb	0.00000385
2:het:10Mb-40Mb	0.19066357
2:het:>40Mb	0.07475842
3-4:het:0-100kb	0.03845720
3-4:het:100kb-1Mb	0.00000385
3-4:het:1Mb-10Mb	0.11705939
3-4:het:10Mb-40Mb	0.07591203
3-4:het:>40Mb	0.14974666
5-8:het:0-100kb	0.00000385
5-8:het:100kb-1Mb	0.00000385
5-8:het:1Mb-10Mb	0.00000385
5-8:het:10Mb-40Mb	0.00000385
5-8:het:>40Mb	0.00000385
9+:het:0-100kb	0.00000385
9+:het:100kb-1Mb	0.00000385
9+:het:1Mb-10Mb	0.00000385
9+:het:10Mb-40Mb	0.00000385
9+:het:>40Mb	0.00000385
