MutationType	CNV48A
0:homdel:0-100kb	0.00000357
0:homdel:100kb-1Mb	0.00000357
0:homdel:>1Mb	0.00000357
1:LOH:0-100kb	0.00000357
1:LOH:100kb-1Mb	0.00000357
1:LOH:1Mb-10Mb	0.00000357
1:LOH:10Mb-40Mb	0.21482579
1:LOH:>40Mb	0.31995329
2:LOH:0-100kb	0.00000357
2:LOH:100kb-1Mb	0.00000357
2:LOH:1Mb-10Mb	0.00000357
2:LOH:10Mb-40Mb	0.00000357
2:LOH:>40Mb	0.00000357
3-4:LOH:0-100kb	0.00000357
3-4:LOH:100kb-1Mb	0.00000357
3-4:LOH:1Mb-10Mb	0.00000357
3-4:LOH:10Mb-40Mb	0.00000357
3-4:LOH:>40Mb	0.00000357
5-8:LOH:0-100kb	0.00000357
5-8:LOH:100kb-1Mb	0.00000357
5-8:LOH:1Mb-10Mb	0.00000357
5-8:LOH:10Mb-40Mb	0.00000357
5-8:LOH:>40Mb	0.00000357
9+:LOH:0-100kb	0.00000357
9+:LOH:100kb-1Mb	0.00000357
9+:LOH:1Mb-10Mb	0.00000357
9+:LOH:10Mb-40Mb	0.00000357
9+:LOH:>40Mb	0.00000357
2:het:0-100kb	0.00000357
2:het:100kb-1Mb	0.00000357
2:het:1Mb-10Mb	0.03685302
2:het:10Mb-40Mb	0.03635317
2:het:>40Mb	0.03571037
3-4:het:0-100kb	0.03599613
3-4:het:100kb-1Mb	0.00000357
3-4:het:1Mb-10Mb	0.03528178
3-4:het:10Mb-40Mb	0.10634180
3-4:het:>40Mb	0.17854538
5-8:het:0-100kb	0.00000357
5-8:het:100kb-1Mb	0.00000357
5-8:het:1Mb-10Mb	0.00000357
5-8:het:10Mb-40Mb	0.00000357
5-8:het:>40Mb	0.00000357
9+:het:0-100kb	0.00000357
9+:het:100kb-1Mb	0.00000357
9+:het:1Mb-10Mb	0.00000357
9+:het:10Mb-40Mb	0.00000357
9+:het:>40Mb	0.00000357
