MutationType	CNV48A
0:homdel:0-100kb	3.999333322099119e-06
0:homdel:100kb-1Mb	3.99933333392255e-06
0:homdel:>1Mb	3.9993333284655816e-06
1:LOH:0-100kb	3.9993333293750764e-06
1:LOH:100kb-1Mb	3.999333319370635e-06
1:LOH:1Mb-10Mb	3.999333336651034e-06
1:LOH:10Mb-40Mb	0.08094704581660243
1:LOH:>40Mb	0.24595897029010302
2:LOH:0-100kb	3.99933331846114e-06
2:LOH:100kb-1Mb	3.999333326646593e-06
2:LOH:1Mb-10Mb	3.99933331846114e-06
2:LOH:10Mb-40Mb	3.9993333275560876e-06
2:LOH:>40Mb	3.999333323008613e-06
3-4:LOH:0-100kb	3.999333324827603e-06
3-4:LOH:100kb-1Mb	3.999333325737098e-06
3-4:LOH:1Mb-10Mb	3.999333319370635e-06
3-4:LOH:10Mb-40Mb	3.9993333293750764e-06
3-4:LOH:>40Mb	3.999333322099119e-06
5-8:LOH:0-100kb	3.9993333293750764e-06
5-8:LOH:100kb-1Mb	3.999333323918108e-06
5-8:LOH:1Mb-10Mb	3.9993333284655816e-06
5-8:LOH:10Mb-40Mb	3.9993333284655816e-06
5-8:LOH:>40Mb	3.9993333211896245e-06
9+:LOH:0-100kb	3.9993333284655816e-06
9+:LOH:100kb-1Mb	3.999333331194066e-06
9+:LOH:1Mb-10Mb	3.999333323008613e-06
9+:LOH:10Mb-40Mb	3.999333326646593e-06
9+:LOH:>40Mb	3.9993333284655816e-06
2:het:0-100kb	3.9993333293750764e-06
2:het:100kb-1Mb	3.999333331194066e-06
2:het:1Mb-10Mb	3.9993333284655816e-06
2:het:10Mb-40Mb	0.03959486064009525
2:het:>40Mb	0.11278134495057383
3-4:het:0-100kb	3.999333323918108e-06
3-4:het:100kb-1Mb	3.999333326646593e-06
3-4:het:1Mb-10Mb	0.07870747826363822
3-4:het:10Mb-40Mb	0.202046324046265
3-4:het:>40Mb	0.23980000255256892
5-8:het:0-100kb	3.999333324827603e-06
5-8:het:100kb-1Mb	3.999333324827603e-06
5-8:het:1Mb-10Mb	3.9993333275560876e-06
5-8:het:10Mb-40Mb	3.9993333275560876e-06
5-8:het:>40Mb	3.9993333211896245e-06
9+:het:0-100kb	3.999333332103561e-06
9+:het:100kb-1Mb	3.999333326646593e-06
9+:het:1Mb-10Mb	3.999333325737098e-06
9+:het:10Mb-40Mb	3.999333332103561e-06
9+:het:>40Mb	3.9993333284655816e-06
