MutationType	CNV48A
0:homdel:0-100kb	3.999362233116699e-06
0:homdel:100kb-1Mb	3.999362233116699e-06
0:homdel:>1Mb	3.999362235845183e-06
1:LOH:0-100kb	0.12190074015034588
1:LOH:100kb-1Mb	3.999362228569226e-06
1:LOH:1Mb-10Mb	3.999362225840741e-06
1:LOH:10Mb-40Mb	0.07902795700736988
1:LOH:>40Mb	0.11454189057264466
2:LOH:0-100kb	3.999362228569226e-06
2:LOH:100kb-1Mb	3.999362235845183e-06
2:LOH:1Mb-10Mb	3.999362234026194e-06
2:LOH:10Mb-40Mb	3.999362228569226e-06
2:LOH:>40Mb	3.999362237664172e-06
3-4:LOH:0-100kb	3.9993622303882145e-06
3-4:LOH:100kb-1Mb	3.999362224931246e-06
3-4:LOH:1Mb-10Mb	3.999362225840741e-06
3-4:LOH:10Mb-40Mb	3.999362232207204e-06
3-4:LOH:>40Mb	3.999362233116699e-06
5-8:LOH:0-100kb	3.999362237664172e-06
5-8:LOH:100kb-1Mb	3.999362234026194e-06
5-8:LOH:1Mb-10Mb	3.999362232207204e-06
5-8:LOH:10Mb-40Mb	3.999362234026194e-06
5-8:LOH:>40Mb	3.999362237664172e-06
9+:LOH:0-100kb	3.999362227659731e-06
9+:LOH:100kb-1Mb	3.999362239483162e-06
9+:LOH:1Mb-10Mb	3.9993622367546776e-06
9+:LOH:10Mb-40Mb	3.999362224021752e-06
9+:LOH:>40Mb	3.9993622303882145e-06
2:het:0-100kb	3.999362231297709e-06
2:het:100kb-1Mb	3.999362228569226e-06
2:het:1Mb-10Mb	0.08238736462935776
2:het:10Mb-40Mb	0.16093435837301695
2:het:>40Mb	0.07966784161996657
3-4:het:0-100kb	3.999362234026194e-06
3-4:het:100kb-1Mb	3.999362227659731e-06
3-4:het:1Mb-10Mb	0.043674403367466766
3-4:het:10Mb-40Mb	0.16549369636131542
3-4:het:>40Mb	0.15221577525964858
5-8:het:0-100kb	3.9993622303882145e-06
5-8:het:100kb-1Mb	3.9993622367546776e-06
5-8:het:1Mb-10Mb	3.999362224931246e-06
5-8:het:10Mb-40Mb	3.9993622303882145e-06
5-8:het:>40Mb	3.999362233116699e-06
9+:het:0-100kb	3.999362217655289e-06
9+:het:100kb-1Mb	3.999362232207204e-06
9+:het:1Mb-10Mb	3.999362228569226e-06
9+:het:10Mb-40Mb	3.999362242211646e-06
9+:het:>40Mb	3.999362225840741e-06
