MutationType	CNV48A
0:homdel:0-100kb	3.703150639012165e-06
0:homdel:100kb-1Mb	3.7031506381026704e-06
0:homdel:>1Mb	3.7031506399216597e-06
1:LOH:0-100kb	3.7031506371931755e-06
1:LOH:100kb-1Mb	3.703150640831154e-06
1:LOH:1Mb-10Mb	0.11124273636106409
1:LOH:10Mb-40Mb	0.2579614289924502
1:LOH:>40Mb	0.15434733881250895
2:LOH:0-100kb	3.7031506449238805e-06
2:LOH:100kb-1Mb	3.7031506394669123e-06
2:LOH:1Mb-10Mb	3.703150634919439e-06
2:LOH:10Mb-40Mb	3.7031506399216597e-06
2:LOH:>40Mb	3.703150640376407e-06
3-4:LOH:0-100kb	3.703150640376407e-06
3-4:LOH:100kb-1Mb	3.7031506381026704e-06
3-4:LOH:1Mb-10Mb	3.703150644469133e-06
3-4:LOH:10Mb-40Mb	3.703150640376407e-06
3-4:LOH:>40Mb	3.7031506435596382e-06
5-8:LOH:0-100kb	3.703150637647923e-06
5-8:LOH:100kb-1Mb	3.70315064674287e-06
5-8:LOH:1Mb-10Mb	3.7031506381026704e-06
5-8:LOH:10Mb-40Mb	3.7031506353741863e-06
5-8:LOH:>40Mb	3.703150642650144e-06
9+:LOH:0-100kb	3.7031506449238805e-06
9+:LOH:100kb-1Mb	3.7031506440143857e-06
9+:LOH:1Mb-10Mb	3.7031506476523646e-06
9+:LOH:10Mb-40Mb	3.703150640831154e-06
9+:LOH:>40Mb	3.703150642650144e-06
2:het:0-100kb	0.03644047347190463
2:het:100kb-1Mb	3.703150644469133e-06
2:het:1Mb-10Mb	3.7031506421953964e-06
2:het:10Mb-40Mb	0.07361914974114006
2:het:>40Mb	0.14434886226425533
3-4:het:0-100kb	3.7031506385574174e-06
3-4:het:100kb-1Mb	3.7031506394669123e-06
3-4:het:1Mb-10Mb	0.03725505813111204
3-4:het:10Mb-40Mb	0.039699140517596786
3-4:het:>40Mb	0.14494138828373934
5-8:het:0-100kb	3.7031506385574174e-06
5-8:het:100kb-1Mb	3.703150640376407e-06
5-8:het:1Mb-10Mb	3.703150644469133e-06
5-8:het:10Mb-40Mb	3.7031506412859015e-06
5-8:het:>40Mb	3.7031506381026704e-06
9+:het:0-100kb	3.7031506399216597e-06
9+:het:100kb-1Mb	3.703150637647923e-06
9+:het:1Mb-10Mb	3.7031506435596382e-06
9+:het:10Mb-40Mb	3.7031506431048912e-06
9+:het:>40Mb	3.703150642650144e-06
