MutationType	CNV48A
0:homdel:0-100kb	3.7031337515145423e-06
0:homdel:100kb-1Mb	3.703133748786058e-06
0:homdel:>1Mb	3.7031337560620157e-06
1:LOH:0-100kb	3.7031337492408056e-06
1:LOH:100kb-1Mb	3.7031337478765638e-06
1:LOH:1Mb-10Mb	0.04036544864205962
1:LOH:10Mb-40Mb	3.7031337501503005e-06
1:LOH:>40Mb	0.25951555675305915
2:LOH:0-100kb	3.703133744238585e-06
2:LOH:100kb-1Mb	3.703133744238585e-06
2:LOH:1Mb-10Mb	3.7031337492408056e-06
2:LOH:10Mb-40Mb	3.703133746057574e-06
2:LOH:>40Mb	3.703133746057574e-06
3-4:LOH:0-100kb	3.703133749695553e-06
3-4:LOH:100kb-1Mb	3.703133754697774e-06
3-4:LOH:1Mb-10Mb	3.7031337515145423e-06
3-4:LOH:10Mb-40Mb	3.703133744238585e-06
3-4:LOH:>40Mb	3.7031337551525213e-06
5-8:LOH:0-100kb	3.703133752424037e-06
5-8:LOH:100kb-1Mb	3.7031337533335316e-06
5-8:LOH:1Mb-10Mb	3.703133746057574e-06
5-8:LOH:10Mb-40Mb	3.7031337528787846e-06
5-8:LOH:>40Mb	3.703133753788279e-06
9+:LOH:0-100kb	3.7031337483313108e-06
9+:LOH:100kb-1Mb	3.703133751059795e-06
9+:LOH:1Mb-10Mb	3.7031337515145423e-06
9+:LOH:10Mb-40Mb	3.7031337528787846e-06
9+:LOH:>40Mb	3.7031337519692898e-06
2:het:0-100kb	3.7031337519692898e-06
2:het:100kb-1Mb	3.7031337515145423e-06
2:het:1Mb-10Mb	0.035921806316373026
2:het:10Mb-40Mb	0.03673656006629426
2:het:>40Mb	0.07754403882227416
3-4:het:0-100kb	0.03829172706312966
3-4:het:100kb-1Mb	3.7031337483313108e-06
3-4:het:1Mb-10Mb	3.703133746967069e-06
3-4:het:10Mb-40Mb	0.21359671982415557
3-4:het:>40Mb	0.2978800165951252
5-8:het:0-100kb	3.7031337551525213e-06
5-8:het:100kb-1Mb	3.7031337501503005e-06
5-8:het:1Mb-10Mb	3.7031337483313108e-06
5-8:het:10Mb-40Mb	3.7031337506050475e-06
5-8:het:>40Mb	3.703133746057574e-06
9+:het:0-100kb	3.703133760154742e-06
9+:het:100kb-1Mb	3.7031337474218164e-06
9+:het:1Mb-10Mb	3.7031337528787846e-06
9+:het:10Mb-40Mb	3.703133754697774e-06
9+:het:>40Mb	3.703133749695553e-06
