MutationType	CNV48A
0:homdel:0-100kb	3.7031507217761827e-06
0:homdel:100kb-1Mb	3.703150710862246e-06
0:homdel:>1Mb	3.703150718138204e-06
1:LOH:0-100kb	3.70315071540972e-06
1:LOH:100kb-1Mb	3.7031507176834567e-06
1:LOH:1Mb-10Mb	0.11309435289356315
1:LOH:10Mb-40Mb	0.2530732558299451
1:LOH:>40Mb	0.14782980896816117
2:LOH:0-100kb	3.7031507190476986e-06
2:LOH:100kb-1Mb	3.703150719502446e-06
2:LOH:1Mb-10Mb	3.703150720411941e-06
2:LOH:10Mb-40Mb	3.70315071540972e-06
2:LOH:>40Mb	3.7031507199571934e-06
3-4:LOH:0-100kb	3.7031507163192144e-06
3-4:LOH:100kb-1Mb	3.703150720411941e-06
3-4:LOH:1Mb-10Mb	3.7031507149549726e-06
3-4:LOH:10Mb-40Mb	3.7031507217761827e-06
3-4:LOH:>40Mb	3.703150718592951e-06
5-8:LOH:0-100kb	3.7031507267784035e-06
5-8:LOH:100kb-1Mb	3.7031507176834567e-06
5-8:LOH:1Mb-10Mb	3.7031507176834567e-06
5-8:LOH:10Mb-40Mb	3.7031507172287093e-06
5-8:LOH:>40Mb	3.7031507172287093e-06
9+:LOH:0-100kb	3.703150719502446e-06
9+:LOH:100kb-1Mb	3.7031507140454777e-06
9+:LOH:1Mb-10Mb	3.7031507149549726e-06
9+:LOH:10Mb-40Mb	3.703150716773962e-06
9+:LOH:>40Mb	3.703150711771741e-06
2:het:0-100kb	0.03621831755811399
2:het:100kb-1Mb	3.703150718138204e-06
2:het:1Mb-10Mb	3.7031507113169936e-06
2:het:10Mb-40Mb	0.07391534879888968
2:het:>40Mb	0.15175517638481914
3-4:het:0-100kb	3.7031507190476986e-06
3-4:het:100kb-1Mb	3.703150718138204e-06
3-4:het:1Mb-10Mb	0.037477191271229456
3-4:het:10Mb-40Mb	0.036810732239018304
3-4:het:>40Mb	0.14968139181667584
5-8:het:0-100kb	3.7031507254141617e-06
5-8:het:100kb-1Mb	3.7031507149549726e-06
5-8:het:1Mb-10Mb	3.7031507149549726e-06
5-8:het:10Mb-40Mb	3.703150718138204e-06
5-8:het:>40Mb	3.7031507199571934e-06
9+:het:0-100kb	3.703150715864467e-06
9+:het:100kb-1Mb	3.703150718592951e-06
9+:het:1Mb-10Mb	3.7031507190476986e-06
9+:het:10Mb-40Mb	3.703150718138204e-06
9+:het:>40Mb	3.7031507172287093e-06
