MutationType	CNV48A
0:homdel:0-100kb	3.4478059023967946e-06
0:homdel:100kb-1Mb	3.447805906944268e-06
0:homdel:>1Mb	3.447805899213563e-06
1:LOH:0-100kb	0.03641007486747867
1:LOH:100kb-1Mb	3.447805907853763e-06
1:LOH:1Mb-10Mb	0.07385246094084869
1:LOH:10Mb-40Mb	0.10177938512932269
1:LOH:>40Mb	0.10453756582870756
2:LOH:0-100kb	3.447805904215784e-06
2:LOH:100kb-1Mb	3.4478059101274995e-06
2:LOH:1Mb-10Mb	3.447805899213563e-06
2:LOH:10Mb-40Mb	3.4478059087632572e-06
2:LOH:>40Mb	3.447805899213563e-06
3-4:LOH:0-100kb	3.447805911946489e-06
3-4:LOH:100kb-1Mb	3.4478059023967946e-06
3-4:LOH:1Mb-10Mb	3.447805906034773e-06
3-4:LOH:10Mb-40Mb	3.4478059073990154e-06
3-4:LOH:>40Mb	3.4478059092180047e-06
5-8:LOH:0-100kb	3.4478058987588156e-06
5-8:LOH:100kb-1Mb	3.447805898304068e-06
5-8:LOH:1Mb-10Mb	3.447805907853763e-06
5-8:LOH:10Mb-40Mb	3.4478059064895205e-06
5-8:LOH:>40Mb	3.447805906034773e-06
9+:LOH:0-100kb	3.4478059028515416e-06
9+:LOH:100kb-1Mb	3.447805903306289e-06
9+:LOH:1Mb-10Mb	3.4478059064895205e-06
9+:LOH:10Mb-40Mb	3.4478059092180047e-06
9+:LOH:>40Mb	3.4478059010325523e-06
2:het:0-100kb	3.447805904215784e-06
2:het:100kb-1Mb	3.4478059073990154e-06
2:het:1Mb-10Mb	0.03316926773853356
2:het:10Mb-40Mb	0.03220388239462318
2:het:>40Mb	0.031790215431393334
3-4:het:0-100kb	0.03578946583714969
3-4:het:100kb-1Mb	3.447805907853763e-06
3-4:het:1Mb-10Mb	0.03344508730826374
3-4:het:10Mb-40Mb	0.10329637929936598
3-4:het:>40Mb	0.4135986453294754
5-8:het:0-100kb	3.4478059051252787e-06
5-8:het:100kb-1Mb	3.4478058973945737e-06
5-8:het:1Mb-10Mb	3.4478059028515416e-06
5-8:het:10Mb-40Mb	3.4478059023967946e-06
5-8:het:>40Mb	3.4478059037610364e-06
9+:het:0-100kb	3.4478059037610364e-06
9+:het:100kb-1Mb	3.447805904215784e-06
9+:het:1Mb-10Mb	3.447805898304068e-06
9+:het:10Mb-40Mb	3.447805907853763e-06
9+:het:>40Mb	3.4478059014872997e-06
