MutationType	CNV48A
0:homdel:0-100kb	3.7031571214356517e-06
0:homdel:100kb-1Mb	3.7031571246188832e-06
0:homdel:>1Mb	3.7031571264378725e-06
1:LOH:0-100kb	3.7031571232546414e-06
1:LOH:100kb-1Mb	3.7031571237093884e-06
1:LOH:1Mb-10Mb	0.07524858347541521
1:LOH:10Mb-40Mb	0.22093030564530272
1:LOH:>40Mb	0.03844013139686967
2:LOH:0-100kb	3.7031571264378725e-06
2:LOH:100kb-1Mb	3.703157130530599e-06
2:LOH:1Mb-10Mb	3.7031571246188832e-06
2:LOH:10Mb-40Mb	3.7031571250736306e-06
2:LOH:>40Mb	3.7031571232546414e-06
3-4:LOH:0-100kb	3.7031571246188832e-06
3-4:LOH:100kb-1Mb	3.703157124164136e-06
3-4:LOH:1Mb-10Mb	3.7031571214356517e-06
3-4:LOH:10Mb-40Mb	3.703157119161915e-06
3-4:LOH:>40Mb	3.7031571300758515e-06
5-8:LOH:0-100kb	3.7031571232546414e-06
5-8:LOH:100kb-1Mb	3.7031571246188832e-06
5-8:LOH:1Mb-10Mb	3.703157129621104e-06
5-8:LOH:10Mb-40Mb	3.7031571196166624e-06
5-8:LOH:>40Mb	3.703157124164136e-06
9+:LOH:0-100kb	3.7031571205261572e-06
9+:LOH:100kb-1Mb	3.7031571318948408e-06
9+:LOH:1Mb-10Mb	3.703157128711609e-06
9+:LOH:10Mb-40Mb	3.703157116433431e-06
9+:LOH:>40Mb	3.7031571232546414e-06
2:het:0-100kb	3.70315712689262e-06
2:het:100kb-1Mb	3.703157122799894e-06
2:het:1Mb-10Mb	0.07828523864331964
2:het:10Mb-40Mb	0.03932880770089105
2:het:>40Mb	0.03666262895841055
3-4:het:0-100kb	0.07213805545903733
3-4:het:100kb-1Mb	3.703157124164136e-06
3-4:het:1Mb-10Mb	0.03547767367710685
3-4:het:10Mb-40Mb	0.2545549723216618
3-4:het:>40Mb	0.14879288522540718
5-8:het:0-100kb	3.703157124164136e-06
5-8:het:100kb-1Mb	3.703157130530599e-06
5-8:het:1Mb-10Mb	3.703157130530599e-06
5-8:het:10Mb-40Mb	3.7031571232546414e-06
5-8:het:>40Mb	3.703157125528378e-06
9+:het:0-100kb	3.7031571187071675e-06
9+:het:100kb-1Mb	3.703157125528378e-06
9+:het:1Mb-10Mb	3.7031571259831255e-06
9+:het:10Mb-40Mb	3.703157129621104e-06
9+:het:>40Mb	3.7031571246188832e-06
