MutationType	CNV48A
0:homdel:0-100kb	3.845547375931346e-06
0:homdel:100kb-1Mb	3.845547374112357e-06
0:homdel:>1Mb	3.8455473722933675e-06
1:LOH:0-100kb	0.04030259084010322
1:LOH:100kb-1Mb	3.845547377750336e-06
1:LOH:1Mb-10Mb	0.19450775028020142
1:LOH:10Mb-40Mb	0.07821897864074526
1:LOH:>40Mb	0.0774498982540108
2:LOH:0-100kb	3.8455473722933675e-06
2:LOH:100kb-1Mb	3.845547376840841e-06
2:LOH:1Mb-10Mb	3.845547383207304e-06
2:LOH:10Mb-40Mb	3.845547373202862e-06
2:LOH:>40Mb	3.845547377750336e-06
3-4:LOH:0-100kb	3.845547370474378e-06
3-4:LOH:100kb-1Mb	3.845547377750336e-06
3-4:LOH:1Mb-10Mb	3.8455473804788195e-06
3-4:LOH:10Mb-40Mb	3.845547371383873e-06
3-4:LOH:>40Mb	3.845547366836399e-06
5-8:LOH:0-100kb	3.845547375931346e-06
5-8:LOH:100kb-1Mb	3.845547374112357e-06
5-8:LOH:1Mb-10Mb	3.845547375931346e-06
5-8:LOH:10Mb-40Mb	3.845547371383873e-06
5-8:LOH:>40Mb	3.8455473795693255e-06
9+:LOH:0-100kb	3.845547381388314e-06
9+:LOH:100kb-1Mb	3.845547373202862e-06
9+:LOH:1Mb-10Mb	3.845547375021851e-06
9+:LOH:10Mb-40Mb	3.845547367745894e-06
9+:LOH:>40Mb	3.845547381388314e-06
2:het:0-100kb	3.845547378659831e-06
2:het:100kb-1Mb	3.845547375021851e-06
2:het:1Mb-10Mb	3.845547368655389e-06
2:het:10Mb-40Mb	0.03845689023034538
2:het:>40Mb	0.11421289443980731
3-4:het:0-100kb	3.8455473868452826e-06
3-4:het:100kb-1Mb	3.845547374112357e-06
3-4:het:1Mb-10Mb	3.845547376840841e-06
3-4:het:10Mb-40Mb	0.14751522982827647
3-4:het:>40Mb	0.309181941062212
5-8:het:0-100kb	3.845547374112357e-06
5-8:het:100kb-1Mb	3.845547381388314e-06
5-8:het:1Mb-10Mb	3.845547373202862e-06
5-8:het:10Mb-40Mb	3.845547377750336e-06
5-8:het:>40Mb	3.845547375931346e-06
9+:het:0-100kb	3.845547374112357e-06
9+:het:100kb-1Mb	3.8455473722933675e-06
9+:het:1Mb-10Mb	3.845547375931346e-06
9+:het:10Mb-40Mb	3.845547376840841e-06
9+:het:>40Mb	3.845547373202862e-06
