MutationType	CNV48A
0:homdel:0-100kb	3.845573939543101e-06
0:homdel:100kb-1Mb	3.8455739368146165e-06
0:homdel:>1Mb	3.845573941362091e-06
1:LOH:0-100kb	0.03907248960935067
1:LOH:100kb-1Mb	3.845573941362091e-06
1:LOH:1Mb-10Mb	0.07945002691860828
1:LOH:10Mb-40Mb	0.11421369058639812
1:LOH:>40Mb	0.12052038964330314
2:LOH:0-100kb	3.845573938633606e-06
2:LOH:100kb-1Mb	3.84557394318108e-06
2:LOH:1Mb-10Mb	3.845573942271585e-06
2:LOH:10Mb-40Mb	3.845573932267143e-06
2:LOH:>40Mb	3.845573939543101e-06
3-4:LOH:0-100kb	3.8455739368146165e-06
3-4:LOH:100kb-1Mb	3.845573945909564e-06
3-4:LOH:1Mb-10Mb	3.84557394318108e-06
3-4:LOH:10Mb-40Mb	3.8455739440905745e-06
3-4:LOH:>40Mb	3.845573940452596e-06
5-8:LOH:0-100kb	3.845573941362091e-06
5-8:LOH:100kb-1Mb	3.845573934995628e-06
5-8:LOH:1Mb-10Mb	3.845573938633606e-06
5-8:LOH:10Mb-40Mb	3.845573941362091e-06
5-8:LOH:>40Mb	3.845573939543101e-06
9+:LOH:0-100kb	3.845573947728553e-06
9+:LOH:100kb-1Mb	3.845573945909564e-06
9+:LOH:1Mb-10Mb	3.845573945000069e-06
9+:LOH:10Mb-40Mb	3.845573946819058e-06
9+:LOH:>40Mb	3.845573938633606e-06
2:het:0-100kb	3.8455739440905745e-06
2:het:100kb-1Mb	3.845573940452596e-06
2:het:1Mb-10Mb	3.845573939543101e-06
2:het:10Mb-40Mb	0.19066357336729198
2:het:>40Mb	0.07475842223724066
3-4:het:0-100kb	0.03845720399621405
3-4:het:100kb-1Mb	3.845573947728553e-06
3-4:het:1Mb-10Mb	0.11705939111227963
3-4:het:10Mb-40Mb	0.0759120260720356
3-4:het:>40Mb	0.1497466550426343
5-8:het:0-100kb	3.845573941362091e-06
5-8:het:100kb-1Mb	3.845573945000069e-06
5-8:het:1Mb-10Mb	3.845573947728553e-06
5-8:het:10Mb-40Mb	3.845573942271585e-06
5-8:het:>40Mb	3.845573939543101e-06
9+:het:0-100kb	3.8455739359051225e-06
9+:het:100kb-1Mb	3.845573945000069e-06
9+:het:1Mb-10Mb	3.845573946819058e-06
9+:het:10Mb-40Mb	3.84557394318108e-06
9+:het:>40Mb	3.8455739368146165e-06
